iter,gwo,cgwo
1,0.40772072124242986,0.43134709949227457
2,0.5208907648371307,0.5178590769721331
3,0.5244011834842897,0.552763302298744
4,0.47769768166979026,0.5123591730352292
5,0.5112797479812434,0.5175327599790077
6,0.5146453753049948,0.5354088855931775
7,0.48540337977383896,0.4872493432264934
8,0.49443291802861705,0.48183785680319735
9,0.5220883135938961,0.48397751754963003
10,0.4557859452628832,0.497705537034184
11,0.4593353736545827,0.4914547098654705
12,0.5147303654081734,0.5130357059976524
13,0.4769423518564267,0.5119277392407989
14,0.5116613013674239,0.5720300300293975
15,0.5263842266278997,0.5452348215139287
16,0.4885540246557075,0.5241112801576826
17,0.552993491619254,0.5091976666627309
18,0.5049506446275301,0.5158428279900971
19,0.5317931068841844,0.5392737491798224
20,0.5203568391629655,0.5280295868008232
21,0.5312815144625658,0.5492214578584245
22,0.5376489473200662,0.5290598492749627
23,0.5135371645457477,0.5255463452282103
24,0.5390747894842602,0.5194800304719427
25,0.5447914718844168,0.49845361443251135
26,0.5399998234261026,0.5042319405893244
27,0.5304791096269297,0.5325890092134062
28,0.5399906879857471,0.5074819449514776
29,0.5675466895419424,0.5426066438962428
30,0.5310160952087875,0.5189621558492785
31,0.5194263701820145,0.5534912996645828
32,0.5564978844273533,0.4960457883470146
33,0.5312717641575648,0.4758439795566801
34,0.5252959407458179,0.48260570843619516
35,0.5582587830575916,0.4976834883130104
36,0.5385038014567397,0.5162453190295619
37,0.50281514606154,0.5048255594287683
38,0.48689317684676475,0.5020393647037784
39,0.49751473942183533,0.5265595082787944
40,0.525943459435162,0.5053034243140472
41,0.5154813210219581,0.47693034670990664
42,0.5215789303798154,0.547494606512595
43,0.5341151019685456,0.5224795196356722
44,0.48887043837581157,0.5541890545129596
45,0.5017059703743281,0.5357602297929831
46,0.4712646174257312,0.5269529476010439
47,0.47886022084546526,0.5266749784247637
48,0.5073690371928646,0.5489831767246524
49,0.48617211918343906,0.5024477659419142
50,0.5235984402518168,0.48036712906668555
51,0.4992608880168564,0.500447494372481
52,0.4939977378192713,0.5592355040041866
53,0.5007751436781607,0.5286027095337913
54,0.4862652352058016,0.5429046352597895
55,0.5088072143356863,0.554867434308645
56,0.4792613458332175,0.5640989260742466
57,0.506247662687704,0.5595222125822689
58,0.46735018494792746,0.5495651627184763
59,0.470505868300679,0.5139807314480082
60,0.47501568213703377,0.5326051685126086
61,,0.48989754992935536
62,,0.5209934396070507
63,,0.5243292038401071
64,,0.5013951203988644
65,,0.5483470082391153
66,,0.5224527547458349
67,,0.5175744741212555
68,,0.5418676992934663
69,,0.545547432158781
70,,0.5216542161123319
71,,0.5097444768886743
72,,0.5137076144348739
73,,0.6059653697846855
74,,0.5750850785610397
75,,0.5186729411898705
76,,0.5562129469663102
77,,0.5279445165111856
78,,0.5366732534385582
79,,0.5401888477775736
80,,0.5388135825119726
81,,0.5475270999039977
82,,0.5398048699142884
83,,0.5492489983066545
84,,0.6105815618002659
85,,0.5475875834798999
86,,0.5560762548661896
87,,0.5383165004895332
88,,0.5316240412098476
89,,0.5319173158740121
90,,0.5441632272603462
91,,0.5313241657028801
92,,0.529899671900226
93,,0.5242576690718157
94,,0.5372008701474001
95,,0.5676950259198259
96,,0.5291172287565568
97,,0.5306688089846716
98,,0.5421759501606448
99,,0.5581376024266053
100,,0.515248899249594
101,,0.5446116231209321
102,,0.5272837453637714
103,,0.5167974524504919
104,,0.5276474516631973
105,,0.5194641235617035
106,,0.5098364776042684
107,,0.5190308704059673
108,,0.5190294875699147
109,,0.5307502635497962
110,,0.5252122271394792
111,,0.5181424676436908
112,,0.5127328599637858
113,,0.5365071230303554
114,,0.5241979173189173
115,,0.5279366492121786
116,,0.5433285330349014
117,,0.49957850500762196
118,,0.515322182994
119,,0.5043217235475207
120,,0.5113204367540384
121,,0.5420295226337557
122,,0.5413441147853176
123,,0.5285154759638676
124,,0.4929901346441511
125,,0.49715742265675955
126,,0.48728475954814515
127,,0.518471978168984
128,,0.5199592150516174
129,,0.531274550755824
130,,0.5300537024478226
131,,0.4878438710329237
132,,0.4825390599723647
133,,0.5221393155909118
134,,0.5294515112798654
135,,0.5391780301286248
136,,0.5738696110925443
137,,0.5641738216120251
138,,0.5328786080130888
139,,0.512456648077775
140,,0.4915129026650359
141,,0.4717991215977634
142,,0.45285388319241054
143,,0.46045318332456703
144,,0.4847260079571495
145,,0.47859039643293244
146,,0.48718159327518135
147,,0.4706205400515839
148,,0.48214636370848196
149,,0.4749199011439333
150,,0.4759827635673822
151,,0.49088086574620166
152,,0.4933026449962653
153,,0.4793911710686094
154,,0.4796958822860997
155,,0.4778079771217754
156,,0.46653518818854495
157,,0.4699690178742196
158,,0.47164861813955744
159,,0.4730175862363924
160,,0.4700749132558512
161,,0.4430702340742491
162,,0.44554646373058004
163,,0.45695955182125003
164,,0.45268204264530915
165,,0.45852005610961094
166,,0.4649063801230342
167,,0.47670047725681103
168,,0.4640877396752146
169,,0.4637624357273833
170,,0.47553930983803533
171,,0.4805198802711009
172,,0.47982653438432876
173,,0.49180616951328804
174,,0.4921934828898341
175,,0.5044851968350816
176,,0.5057001587769475
177,,0.4999556579975434
178,,0.49521281710055876
179,,0.49431471717133457
180,,0.5001764454340968
